work_qid,description,says_award
Q2319431,"The first strand of the novel follows Hollis Henry, a former member of the early 1990s cult band The Curfew and a freelance journalist. She is hired by advertising mogul Hubertus Bigend to write a story for his nascent magazine Node (described as a European Wired) about the use of locative technology in the art world. Helped by curator Odile Richard she investigates Los Angeles artist Alberto Corrales, who recreates virtually the deaths of celebrities such as River Phoenix. Corrales leads her to Bobby Chombo, an expert in geospatial technologies who handles Corrales' technical requirements. Chombo's background is troubleshooting navigation systems for the United States military. He is reclusive and paranoid, refusing to sleep in the same GPS grid square on consecutive nights, and only consents to talk to Hollis due to his admiration for The Curfew.

Tito is part of a Chinese Cuban family of freelance ""illegal facilitators"", as Brown describes them – forgers, smugglers, and associated support personnel based in New York City – and is assigned by his uncles to hand over a series of iPods to a mysterious old man. Tito is adept in a form of systema that encompasses tradecraft, a variant of free running, and the Santería religion. It is alluded that the old man may have connections to American intelligence circles and Tito hopes he can explain the mysterious death of his father. When the old man calls in a favour, his family dispatches Tito on a dangerous new assignment.

The identity of the old man remains unclear, though context implies that he may be Pattern Recognition's protagonist Cayce Pollard's father, having removed himself from the channels of normal life to focus on disrupting what he sees as criminal elements operating in the United States Government.

Tracking Tito's family is a man known as Brown, a brusque and obstinate lead covert operative for a shadowy organization of unclear connection to the U.S. government. Of neoconservative orientation, Brown appears to have a background in law enforcement, but little training in tradecraft. Brown and his team attempt to track the activities of the old man and Tito with the help of Brown's captive Milgrim, whom he has translate the volapük-encoded Russian used by Tito's family to communicate. Milgrim is addicted to anti-anxiety drugs and is kept docile and compliant by Brown, who controls his supply of Rize. Brown believes that Tito and the old man are in possession of information that would, if revealed, undermine public confidence in the U.S.'s participation in the Iraq War. In his attempts to capture them and their data, however, Brown is instead fed disinformation through the old man's intricate schemes.

The three strands of the novel converge on a shipping container of unspecified cargo that is being transported via a circuitous route to an unknown destination. In Vancouver, the old man's team, with Hollis in tow, irradiate the shipping container, which is revealed to contain millions of U.S. dollars diverted from Iraq reconstruction funds.
",0
Q3222317,"Jay Hilton, one of the surviving children from Lalonde, is awoken when Tranquillity falls under attack by the Organisation and its hellhawk allies. With the habitat in imminent danger of destruction, the Kiint personnel immediately evacuate by triggering their 'Emergency Exodus Facility', personal wormholes that transport them to the real Kiint home star system. An infant Kiint, Haile, decides that she cannot let Jay be killed in the attack and activates the Emergency Exodus Facility on her, removing her from Tranquillity as well, to the displeasure of her parents, Nang and Lieria. Jay finds herself on a planet which appears to be just one in a necklace of hundreds orbiting a star in the same orbit. Haile's parents reluctantly confirm that this, the Kiint home system, is actually in another galaxy, and the supposed Kiint homeworld of Jobis was actually just a single scientific outpost. They regretfully announce that Tranquillity has either been destroyed or forced to surrender to the possessed.

The Jovian Consensus is placed on an emergency alert when a colossal wormhole opens above Jupiter. They are shocked when the habitat Tranquillity appears. Ione Saldana reveals that Michael Saldana feared that whatever destroyed the Laymil might return to its system, and gave Tranquillity the means to escape that threat.

The Lady Macbeth journeys to Trafalgar and there reveal the events of their mission to the First Admiral, who is happy that the Alchemist has been destroyed and Alkad Mzu is no longer at large. Because Joshua Calvert knows the mechanics of the Alchemist he must not risk death due to the event his soul is brought back in a different body and is tortured/interrogated by the possessed about his knowledge of the Alchemist. After thoroughly debriefing the crew, the First Admiral allows them to travel on to Tranquillity. A meeting is held and Ione proposes that Tranquillity and the Jovian Consensus join forces to track down the Tyrathca Sleeping God and see what use it could be in the fight with the possessed. Syrinx and the voidhawk Oenone volunteer for the mission and Joshua Calvert agrees to take the Lady Macbeth on the mission. The Confederation Navy and the Kulu ESA also agree to support the venture. Because the mission will involve travelling several thousand light-years far outside Confederation territory, Lady Macbeth is authorised to use antimatter on this mission. The Confederation Navy has located the antimatter production facility that is fuelling Capone's Organisation. They allow Lady Macbeth to fuel up and then destroy it. The Organisation hellhawk Stryla observes the attack and notes that the Lady Macbeth jumped to the Tyrathca prime colony world in Confederation space, and delivers that information to the Organisation. Several Organisation ships are despatched to pursue and investigate.

On Ombey, the Liberation Campaign begins with a massive assault on Mortonridge by tens of thousands of regular troops and Edenist bitek soldiers. Although the campaign is costly, ground is won and thousands of the possessed are forcibly ejected from their hosts. Eventually the possessed fall back on a small patch of land at the tip of the peninsula and by combining their energistic powers are able to teleport the entire patch of land into a strange grey realm. The possessed and the attacking soldiers agree to a truce until they can work out how to survive in this strange place.

The Valisk habitat is trapped in yet another realm, nicknamed ""the dark continuum"". Energistic power is weak in this place, and entropic decay is far more powerful than normal. As a result, Valisk's energy is being lost into the 'dark continuum', as it has been named. Even worse, what energy it does manage to generate attracts the attention of monstrous, immortal, shape-shifting predators known as Orgathé, who attack the habitat with enthusiasm to feed on its power. There is a gravitational incline in this dimension which leads to a horrifying place called the Mélange, a liquid nitrogen–cold sea of beings trapped in this continuum, unable to accumulate enough energy to escape. Dariat escapes from Valisk in an escape pod with Tolton before it hits the Mélange and explodes, but they ponder that it is only a matter of time until the pod runs out of fuel and dissolves, forcing them to join the tortured beings outside.

The Confederation Navy research team discovers a possible way of killing the possessed, an 'anti-memory' device that will eradicate both the possessed and the possessing soul. The First Admiral is horrified about the weapon and even more horrified when President Haakar, panicking as the possession crisis spreads to more worlds, authorises its development. The scientists hope to create a more powerful version that will obliterate all of the tens of billions of souls in the beyond, which becomes a controversial idea among the Confederation government. Although the first weapon is completed, further research is suspended when a lone Organisation suicide attacker detonates an antimatter bomb right outside the habitat, irradiating it and destroying dozens of ships outside. The internal staff survive, but have to transfer their personnel and equipment to Avon. Furious, the First Admiral orders that the Organisation be permanently eradicated.

A fleet of over a thousand Confederation warships mobilises and attacks the worlds the Organisation have conquered, forcing them to withdraw back to New California. The other worlds, freed from the need to supply the Organisation with materials, are shifted out of the universe by their possessed populations.

Joshua Calvert and Syrinx begin their search for the Sleeping God by visiting the only known Tyrathca planet in the Confederation, breaking into the abandoned arkship in orbit around the planet, to determine the origin of the Tyrathca, whose original home planet appears to be on the far side of the Orion Nebula. On the way, however, the Tyrathca break into the arkship as well and pursue the expeditionary team, who also find evidence in the arkship's systems of prior use by the Kiint. The humans manage to escape by duplicating the manoeuvre of the blackhawk Udat, swallowing into a hollow chamber in the arkship and swallowing out again to extricate the expeditionary team.

On Earth, Louise Kavanagh returns to London after warning Banneth of Quinn Dexter's intention of killing her. It is eventually revealed that Quinn's actions had been discovered by a secret Govcentral security council named B7. They are in contact with Banneth and attempt to use her as bait, to lure Dexter out of hiding and then hit the building he is in with an orbital gamma laser. Quinn sees through their trap though, and arranges for a double of himself to be in the building while it is destroyed, thereby killing Banneth and the double, and making B7 think he is dead. His plan is foiled, though, by a person calling himself ""a friend of Carter McBride"" (the boy Laton killed to expose Quinn's cult on Lalonde), and B7 is once again on Quinn's tracks. Louise is summoned by a member of B7, the Western Europe Supervisor. He reveals to her the truth about B7: it is a consortium of incredibly wealthy individuals whose ""financial institutions own a healthy percentage of the human race"". They believe themselves to be immortal, as they use affinity to transfer their memories and personality into clone bodies to avoid death, in much the same way as Edenists (although the Kiint reveal that souls are different from ""memory constructs"", and that therefore they actually died every time their old bodies were destroyed, with their souls moving on). He also reveals that they were the actual cause behind the schism between Adamists and Edenists, which began as their attempt to keep bitek technology all for themselves (a plan that was foiled when Wing-Tsit Chong created Edenism). He arranges for Louise to meet up with Fletcher Christian in London. From there they would find Dexter and use the anti-memory device to kill him forever. The operation fails, and Louise finally confronts Quinn at St Paul's Cathedral in London, where he attempts to bring the Night to the Universe by opening a dimensional rift to summon ""fallen angels"" to Earth. The first creatures to emerge from it are none other than Dariat and Tolton (as the rift turns out to lead directly into the Mélange). A confrontation ensues, with Louise, Fletcher, Dariat, Tolton, and a returned-from-the-beyond Powel Manani (the friend of Carter McBride) faced off against the army of the possessed and the entities fleeing the Mélange.

The Lady Macbeth and Oenone continue on to the Tyrathca home system, now swallowed by a red giant. At first they believe the system is uninhabited, until they catch sight of dozens of habitats ringing the Red Giant. They contact the nearest and make contact with the Mosdva, who turn out to have once been the Tyrathca's slaves, being used to mine and build the ships and habitats since they were more versatile in zero gravity. The Lady Macbeth's arrival leads to a war breaking out amongst the dominions on the habitat, which ends when they gain a Tyrathca star map, and give the dominions their FTL technology. After a lengthy journey they find the Sleeping God, a naked singularity supplied by controlling vacuum energy. The Sleeping God was originally created to remove its creator race from the current universe, and was built to help sentient entities. It reveals, among other things, that souls remain trapped in the beyond because they are unable to accept their death; all souls are indeed destined for the Beyond, but those that let go travel through the time of the spaceless dimension to the  ""omega point"", the end of the Universe where all souls combine into one and contribute to the nature of the next universe to be born. Joshua Calvert uses the god to return every stolen Confederation planet to the Universe, before moving them out of the Galaxy, altering the wormholes to remove the possessed. He also makes Quinn into a vessel for all of the human souls in the beyond, to transport them all to the Omega point instead of letting them suffer in eternal purgatory. He then gives himself affinity and returns to Tranquility, marries young girl Louise and settles down to live on Norfolk.

Numerous plot strands are also tied up in the closing pages, revealing Dariat's reunion with Anastasia in some unknown realm, the fate of the members of B7 and Andre Duchamp (who Joshua ironically strands on a penal planet), Ralph Hiltch's 'conversion' to Edenism, Syrinx reawakening Erik Thakrar, and the settling of the Hiltons on Norfolk.
",0
Q7728783,"Marty Strauss is a gambling addict recently released from prison.  He is hired as the personal bodyguard of Joseph Whitehead, one of the wealthiest men in the world.  The job is more complicated and dangerous than he thought.  He gets caught up in a series of supernatural events involving Whitehead, and the mysterious Mamoulian, through whom Whitehead made a deal with the Devil during World War II.  Mamoulian uses his supernatural powers (like raising the dead) to urge Whitehead to fulfill this pact.  Whitehead decides to escape after several encounters with Mamoulian and after his wife, his former bodyguard, and his daughter, Carys are taken away from him. Marty Strauss comes to believe that Whitehead deserves his punishment, and decides to save Carys, who is a heroin addict, from being another victim of her father's game.
",0
Q131382136,"“Jammed full of half-mad technology, decapitations, clever riddles, junkyard sociopaths . . . but the quest for AI lurks constantly in the background.” —The AV Club Brain Thief is a fun, literate speculative fiction adventure, sort of New England cyberpunk noir, set a year or ten from now, somewhere between the Berkshires and Boston, and includes, at no extra charge, a 30-foot-tall fiberglass cowgirl. Bernal Haydon-Rumi, executive assistant to a funder of eccentric projects, drops by his boss's house on the way home from a business trip. By the next morning, he's been knocked out, his wealthy socialite boss Muriel has stolen a car and vanished, and the AI designed for planetary exploration that she's been funding turns out to be odder than it should be. In figuring out what's going on, Bernal has to deal with an anti-AI activist toting a handmade electronic arsenal, a local serial killer, a drug dealer with a business problem, a cryonic therapist stalked by past mistakes—and someone who specifically wants Bernal dead. “The nonstop twists of the plot do come together in the end, and the stops along the way are always amusing. Above all, Brain Thief succeeds in making cyberpunk fun again.” — The Denver Post “Serial-killer murder mystery, artificial intelligence bildungsroman, a celebration of Americana diner schtick—Jablokov’s return to science fiction after a decade-long absence is all of these and more . . . a fun read with plenty of unexpected turns and a genuinely surprising ending.” —Publishers Weekly",0
Q7760903,"The novel is set in an undefined distant future (although it is implied to exist roughly 5,000 years from now), in which there is a galactic empire spanning eighty worlds, amongst other human civilizations. The empire is ruled by the Risen Emperor, who has discovered the secret of immortality through means of a symbiont (spelled ""symbiant"" in the novel). Immortality is conferred on favored Imperial citizens, referred to as the 'grays'. The life of the 'grays' is governed by strict ritual and a form of worship towards the Emperor, including long pilgrimages in his honor. To create balance, the living citizens of the Empire are represented by an elected Imperial Senate, and by elected governments on each world. Another prominent group within the Empire includes the Plague Axis, a group that deliberately leave themselves vulnerable to disease to preserve human genetic diversity. Faster than light travel is impossible (although FTL communication via quantum entanglement is used), and the result of more mundane interstellar travel between the eighty worlds of the empire results in relativistic effects due to the high speeds involved; as such, the ages of space travelers become out of sync with those of their friends and family, an effect known as the ""Time Thief"".  Other parties in the Empire, such as the Imperial Senate, are also subject to the ""Time Thief"" due to the use of cryogenic freezing.  The Empire, protected by the Imperial Navy, is at war with a cult of fanatical cyborgs known as the Rix, who worship compound artificial intelligences. These emergent intelligences arise from sufficiently interconnected computer networks, ranging from public communications to traffic lights to classified government computers.

The central characters are Captain Laurent Zai of the Imperial Navy, and Senator Nara Oxham, a member of the Secularist Party, which opposes worship of the Emperor and the use of the symbiont to create immortality. Despite their political differences, the two become lovers. Zai is sent away to fight the Rix; due to the death of the Emperor's sister at the hands of the Rix, Zai is expected to commit ritual suicide to mark his failure, but chooses not to do so. Senator Oxham, appointed to the Emperor's War Council, opposes unpalatable war plans that would lead to the sacrifice of billions of Imperial citizens in order to preserve state secrets contained in the compound intelligences.

The storyline is continued in The Killing of Worlds, released in 2003.
",0
Q4394822,"The novel concerns Trevor McGee, a comic book artist and sole survivor of a family murder-suicide, and Zachary Bosch, a bisexual hacker, and their arrival at McGee's old family home in Missing Mile, North Carolina, a fictional town featured in Brite's previous novel, Lost Souls.

Twenty-five-year-old Trevor McGee is haunted by an event in his past in which his underground artist father, Bobby, brutally murdered Trevor's mother and younger brother with a hammer before killing himself, leaving Trevor alive. Young Trevor was placed in an unhappy state home, where he discovered his own talent for drawing but remained alone, obsessed with the question of why he was allowed to live. Now as an adult, he travels back to Missing Mile, North Carolina, to search for answers in the abandoned house where the murders took place.

In New Orleans, Zachary Bosch is a nineteen-year-old computer hacker on the run from the law after his online misdeeds attract the notice of the FBI. Traveling through the South, he too finds himself in Missing Mile, where he meets and falls in love with Trevor. The two young men slowly become more entwined, even as Zach starts to questions Trevor's grip on reality. Their love affair culminates when one night, while tripping on psilocybin mushrooms, Trevor has an out-of-body experience where he is propelled into the past and speaks to his father on the night of the murders. He realizes that somehow the presence of his adult self in the past caused his father to spare the life of five-year-old Trevor, meaning that he is the cause of his own endless quest. Upon waking, Trevor attempts to murder Zach, but Zach manages to talk him down until Trevor breaks his own drawing hand in order to keep himself from harming Zach.

Back in New Orleans, Zach's friend Eddy has figured out Zach's location based on clues Zach planted for her in the local newspaper. Realizing that the FBI must have done the same, she races to North Carolina to warn Zach that the police are in town searching for him. Trevor offers to go on the run with Zach. Their friends in Missing Mile help smuggle the two lovers out of town where they board a private aircraft to Jamaica. Finally safe, they begin a new life together.

The characters Trevor and Zachary reappear in Brite's short story ""Vine of the Soul"", published in 1998 in Disco 2000, edited by Sarah Champion.
",0
Q131375459,"Second in the series that portrays “one of the best-thought-out futures ever encountered in science fiction” from the author of The Many-Colored Land (Joe Haldeman). Six million years in the past, a proto-Europe is inhabited by two extraterrestrial races, the chivalric Tanu and the dwarfish, forest-dwelling Firvulag—both of which possess far-reaching psychic powers. But now, time-traveling humans from a future society have become involved in the age-old struggle between the two. One group of captured humans is brought to Muriah, the stately capital of the Tanu kingdom. Among them is Elizabeth Orme, who was once, in her own world, a Grand Master Metapsychic. In spite of Tanu harassment, she begins to recover her lost powers. The other human group, which has managed to overcome its Tanu guards and escape into the northern forests, includes Chief Burke, a Native American, and Felice Uindry, an athlete gifted with certain psychic powers of her own. This group, with the ambiguous aid of the Firvulag, determines to launch an attack against the very heart of Tanu dominance. At the end of the Grand Combat tournament between Tanu and Firvulag comes the astonishing climax to this astonishing novel. Praise for the Saga of Pliocene Exile “Enchanting and engrossing . . . I was captivated.”—Fritz Leiber “Julian May has woven a many-colored tapestry of exotic adventure.”—Roger Zelazny “Action-oriented and vivid.”—Vonda McIntyre “An amazing journey from the distant future to the distant past . . . High adventure.”—SFReviews.net",0
Q7805574,"Set thousands of years in the future (AD 5407), the human race has been conquered by the Qax, a truly alien turbulent-liquid form of life, who now rule over the few star systems of human space – adopting processes from human history to effectively oppress the resentful race. Humans have encountered a few other races, including the astoundingly advanced Xeelee, and been conquered once before – by the Squeem – but successfully recovered.[1]

A human-built device, the Interface project, returns to the Solar System after 1,500 years. The project, towed by the spaceship Cauchy, returns a wormhole gate, appearing to offer time travel due to the time 'difference' between the exits of the wormhole (relativistic time dilation), with one end having remained in the Solar System and the other travelling at near lightspeed for a century. The Qax had destroyed the Solar System gate, but a lashed-up human ship (a great chunk of soil including Stonehenge, crewed by a group called the Friends of Wigner) passes through the returning gate, travelling back to the unconquered humanity of 1,500 years ago.

One of the crew of the Cauchy returns with the Friends, Miriam Berg. The Friends have a complex scheme, which does not include a simple military return-and-rescue – the 1,500-year technology gap makes this ""risible"". From the Wigner thought experiment they have postulated an unusual theory on the ultimate destiny of life in the universe. They believe that quantum wave-functions do not collapse like the Copenhagen interpretation holds, nor that each collapse actually buds off separate universes (like the quantum multiverse hypothesis holds) but rather that the universe is a participatory universe: the entire universe exists as a single massive quantum superposition, and that at the end of time (in the open universe of the Xeelee Sequence, time and space are unbounded, or more precisely, bounded only at the Cauchy boundaries of ""Time-like infinity"" and ""Space-like infinity""), when intelligent life collects all information (compare the final anthropic principle and the Omega Point), it will transform into an ""Ultimate Observer"" and make the ""final Observation"", the observation which collapses all the possible entangled wave-functions generated since the beginning of the universe. They believe further that the Ultimate Observer will not merely observe, but choose which world line will be the true world-line, and that it will choose the one in which humanity suffers no Squeem or Qax occupations. However, the Ultimate Observer cannot choose between worldlines if no information survives to its era to distinguish worldlines- if the UO never knows of humanity, it cannot choose a worldline favourable to it. In other words, some way is needed to securely send information forward in time.

As a consequence of this necessity, they intend to turn Jupiter into a carefully formed singularity and use the precisely specified parameters as a method of encoding information. Miriam Berg is more concerned over the immediate fate of humanity, with the threat of the future Qax, and transmits a 'help' message to the gate designer Michael Poole.

The Qax, naturally, panic a little at the escape to the past. A complex, unavoidably fragile species in their huge living Spline spacecraft, the few Qax present are somewhat at a loss. They decide to build their own Interface, with major human-collaborator assistance (headed by Ambassador Jasoft Parz), to create a link to their future to gain aid in resolving the problem – with more modern GUT-engine spacecraft they can make a 500-year link in just eighteen months. A startling high-technology future vessel (in truth, one of the legendary Xeelee nightfighters, an advanced and long-range fast scout ship), with a future Qax comes through the gate. Its first act is to execute the Qax Governor of Earth and gather up Parz, before passing through the original portal after the Friends and all humanity. The future Qax takes two Spline ships (presumably leaving behind the nightfighter; this might be the nightfighter that is discovered by the crew of The Great Northern millennia later in Ring) through the gate and on the journey reveals to Parz the reason behind its desire to completely destroy the human race.

The future Qax tells Parz that over the centuries, the Qax had worn down humanity through constant oppression, and had eventually decided to eliminate its space-faring capabilities. But before they did, as economical traders, they wished to get as much value out of their human pilots as possible. So certain pilots were dispatched on a number of dangerous or quixotic missions.

One such pilot was a man named Jim Bolder. The Qax had come into possession of a Xeelee nightfighter, and had modified it to support human control. Bolder's mission was simple: go to the Great Attractor, the cause of most galactic drift, and find out why and how it exists. Bolder travelled to the bottom of the gravitational well, and found the Ring. A torus a thousand light-years in diameter, constructed of an unknown substance, rotating at a large fraction of lightspeed. The Qax goes on to speculate that the torus created a Kerr metric, and that it allowed egress from the current universe, that it was in effect an escape route for the Xeelee. Before Parz, the Spline warship, and the Qax exit the wormhole, the Qax asks, ""What do Xeelee fear, do you suppose?"". Regardless, Bolder escaped the Great Attractor and returned to the Qax home system, where he was supposed to be taken into custody by dozens of Spline warships wielding gravitational-wave based ""starbreakers"" and his priceless data on the god-like Xeelee's ultimate project secured. Bolder either did not, or somehow escaped; in the ensuing fight, the starbreakers were accidentally fired at the Qax system primary star, and true to their name, destabilised it, causing it to go nova. The Qax were forced to hurriedly evacuate. Many died, and the power of the Qax trading empire (and by extension, their Occupation of Earth) ended.

In the past, Poole joins Berg on the Friend vessel shortly before the Qax emerges, having travelled aboard his ship, Hermit Crab, from the Oort cloud. He is accompanied by a Virtual of his father, Harry. Together they elude the control of the Friends, whose project fails under the bombardment of the Spline's starbreaker beam. Miriam Berg commandeers the singularity cannon used to sculpt Jupiter and fires a pair of black holes into the Spline, which merge and disable it. Meanwhile, aided by Jasoft Parz's internal sabotage, Poole succeeds in ramming the Hermit Crab into the second Spline, killing the sapience of the vessel and the entangled Qax, second Governor of Earth, with it. Harry takes over in lieu of the higher intelligence and, at the direction of Poole, steers it back into the wormhole: when inside, Poole intends to activate the hyperdrive, shattering the fragile dimensional warping of the wormhole, and of all wormholes connecting to it, thus saving humanity from further interference by the future.

Poole's audacious plan succeeds, but with an unexpected side effect. As the hyperdrive activates, it somewhat shatters space-time, forming a long series of interconnected wormholes that hurl Poole 5 million years forward into the far future.  Poole discovers a sad cosmos, in which the stars are guttering out; the Friends were wrong- intelligent life would not triumph and remake the cosmos, eventually leading to their Prime Observer.

His ship shattered and broken, Poole begins dying, but at the last moment, an ""anti-Xeelee"" (whom it is implied is a being created by the Xeelee to be like them, except travelling like a tachyon backwards in time, the better to mould the Xeelee's early evolutionary history) takes a liking to Poole, and converts him into an intangible immortal being of ""quantum functions"". In this form, Poole travels the universe, but out of boredom, eventually begins to lapse into a quasi-coma- until an unexpected event occurs: a savage in a glass box, having travelled through a wormhole like Poole himself. ""History resumed."" (This final event is one of the early plot points of the Ring.)
",0
Q131380959,"If dreams are doorways, where do they take us? The Deriwelle Institute has millions in funding, Nobel prize-winning scientists, and a mission that could be crazy--or about to change the world.... Science fiction writer Wayne Dolan--his career at a standstill and his life adrift--has just entered the Deriwelle Institute. Built on sacred Indian ground in southwest Michigan, it's posh, well funded...and perhaps the world's biggest hoax. At least that's what Wayne thinks. Using advanced technology, Deriwelle's scientists say they are on a mission to find God. In reality, one is a grieving father hoping to contact his dead child. Another has invented a baseball cap to measure unusual brain waves. Yet another says he has a vaccine to eliminate the genes that program humans to be religious. Are they all crackpots? Maybe. But from the moment Wayne walks through the Institute's door, eerie events plague him: a recurring dream about a bank account number, visions of an ethereal girl, and the appearance of an old Indian shaman. Of course, Wayne sees the shaman only when he's asleep. And what is about to happen when Wayne is awake may be a nightmare of obsession, twisted desire, and secrets no human is ready to know....",0
Q131376804,"Strangest of all, from the ship came three creatures - slight of build, wide-eyed, amazing in their silence. They could be angels, or devils sent to tempt people from the true faith. The inquisitor-general will certainly learn the truth, as is his divine mission. And all the while, the smell of burning grows stronger in the air.",0
Q2283166,"The book picks up the story immediately after the end of The Garden of Rama. The book follows the story of Nicole Wakefield and her escape from imprisonment left at the cliffhanger of the previous book.

At this point, the humans had already come into contact with two alien species known as ""octospiders"" and ""myrmicats"". The octospiders were a simple species until a space-faring species made contact with them and forever changed their society. By undergoing genetic enhancements, the octospiders became biological wizards and were eventually able to form a utopia of sorts. The myrmicats (named by Richard Wakefield, a combination of the Greek word for ant, myrmex, due to their ant-like appearance, and the English word ""cat"" due to their feline size and running gait) were a naturally heteromorphic species whose final form was a large, interconnected sentient mesh which was able to directly interface with the human brain through a network of fibers connected to the body; while entering a symbiosis with another sentient ""avian"" species. Through this medium, it was able to communicate to Richard the threat posed to the species by the violent colonists, and at the request of the myrmicats he leaves their habitat carrying some of their eggs for preservation.

As the human colony continues to degenerate with respect to living conditions and human rights, the members of Nicole's family escape to the region nicknamed ""New York"", where they used to live in Rama II, and are eventually reunited with Richard.

Before long, the human colony police come after Nicole's family in ""New York"" and they flee to the octospider city. After the human colony leader starts bombing the octospider city under a made-up pretext and the octospiders retaliate, the situation becomes dire enough that Rama's controlling intelligence intervenes to end the conflict caused by the humans aboard, by sending everybody into hibernation until the end of the journey, except for the surviving myrmicats which are allowed to lead their daily life.

The Rama spacecraft rendezvous with another Node, an enormous tetrahedron near the star Tau Ceti, designed to research any intelligent life capable of spaceflight. The humans are divided into two groups based mainly on the degree of xenophobia they had exhibited during the journey. One group will stay at the Node to be studied; the xenophobes are segregated and never allowed to see another alien again. Before her death of old age, Nicole is allowed access to Raman technology unveiling universal insights.
",0
Q7753234,"The Native Star, set in America in 1876, follows the adventures of Emily Edwards, town witch of the tiny Sierra Nevada settlement of Lost Pine. Her business is suffering from the rise of mail-order patent magicks, and her only chance at avoiding the penury at her doorstep is to use a love spell to bewitch the town's richest lumberman into marrying her.

When the love spell goes terribly wrong, Emily is forced to accept the aid of Dreadnought Stanton—a pompous and scholarly Warlock from New York City—to set things right. Together, they travel from the seedy underbelly of San Francisco's Barbary Coast, across the United States by transcontinental railroad and biomechanical flying machine, to the highest halls of American magical power, all while being pursued by various factions who want for themselves a powerful magical artifact that has come into Emily's possession.
",0
Q212718,"A re-visitation of the imaginative future painted by Arthur C. Clarke in his previous two books [2001: A Space Odyssey][1] and [2010: Odyssey two][2]. 

Two expeditions into space are inextricably tangled by human necessity and the immutable laws of physics. Heywood Floyd, survivor of two previous encounters with the mysterious monoliths must once again confront David Bowman - or whatever Bowman has become - a newly independent HAL, and the power of an alien race that has decided Humanity is to play a part in the Evolution of the Galaxy whether it wishes to or not.


  [1]: http://openlibrary.org/works/OL17365W/2001
  [2]: http://openlibrary.org/works/OL17413W/2010",0
Q5441171,"Feed is set several decades after the zombie apocalypse, referred to as the Rising. Two man-made viruses (a cure for cancer and a cure for the common cold) combined to form Kellis-Amberlee, a virus that quickly infects all mammalian life. Kellis-Amberlee is normally benign, but the virus can ""go live"" or ""amplify"", converting any host mammal over 40 pounds (18 kg) into a zombie. There are three mentioned ways amplification takes place: the death of the host, contact with a live specimen (being bitten by a zombie) and spontaneous conversion. Those infected that have not undergone amplification remain lucid until the virus has time to spread through the body. Lucidity is followed by lack of sensitivity to pain, memory loss and finally conversion.

Most humans reside in tightly controlled safe zones, with rigorous blood testing and decontamination protocols used to prevent the spread of the live K-A virus. After the inaction of traditional media during the Rising, blogs and other new media have taken over as the primary source of information and entertainment; bloggers are recognised as professional journalists, with individuals specialising and identifying as ""Newsies"" (objective, fact-based reporters), ""Stewarts"" (""who report opinion informed by fact""),[1] ""Irwins"" (named after Steve Irwin, who seek to educate and entertain by going out and ""poking things with sticks""), ""Aunties"" (who share personal stories, recipes, and other content ""to keep people happy and relaxed""), or ""Fictionals"" (fictional content and poetry creators).[1]

Feed occurs in 2040 and is written from the perspective of Georgia ""George"" Mason, a Newsie blogger and head of the After the End Times website. Georgia, her brother Shaun (an Irwin), and their friend Georgette ""Buffy"" Meissonier (a Fictional and a technology guru), are selected to cover the presidential campaign of Senator Peter Ryman, a moderate Republican. The campaign is mostly uneventful until it reaches Eakly, Oklahoma, where zombies attack the campaign convoy, killing several before security (assisted by Georgia and Shaun) can contain them; they later discover it was an orchestrated attack. The next stage of the campaign is the Republican National Convention, where Ryman faces off against religious, right-wing Governor David Tate and sex-over-substance Congresswoman Kristen Wagman. During the convention, Rick Cousins (a Newsie and former print journalist) defects from Wagman's campaign to join After the End Times. Ryman is selected as the Republican presidential candidate, but as this is announced, Georgia learns that a zombie outbreak occurred at the senator's horse ranch, and his eldest daughter is dead. Georgia and company investigate and find that the outbreak started from a horse injected with the live virus.

Ryman and the campaign relocate to Texas, where Ryman joins his vice-presidential candidate: Tate. The bloggers must drive their vehicles and equipment overland. During the trip, the journalists' convoy (which has become separated from that part of the presidential entourage that drove ahead of them) is attacked by a sniper. Georgia, Shaun, and Rick survive, but the van carrying Buffy and Chuck (Buffy's beau) crashes. Chuck dies, zombifies, and bites Buffy. She confesses to leaking information to a group undermining Ryman's campaign; the attack occurred because she had refused to continue. After administering a coup de grâce, Georgia calls for rescue, but the Centers for Disease Control (CDC) team drugs the surviving group members and takes them for testing. After being released, the team's work on the campaign is hampered as they dig into the underlying conspiracy, souring the bloggers' relationship with Ryman and Tate. The team finds evidence linking Tate to the attacks, along with hints of a broader conspiracy involving the CDC and other parties, but when Georgia confronts Ryman during an event in Sacramento, California, he is skeptical and sends them away to prepare to convince him with facts, otherwise he will fire them from the campaign. As the bloggers leave, they are attacked, and Georgia is shot with a tranquiliser dart containing the live virus. Rick escapes with a copy of the group's evidence just before a zombie outbreak is instigated, and Shaun helps Georgia expose the conspiracy through one last blog post. She then begins amplifying, forcing Shaun to execute her.

The novel's narration then changes to Shaun's perspective. He rallies Ryman's security detail to help contain the outbreak, then breaks into the convention centre to confront Ryman and Tate. Tate takes Ryman's wife hostage with a syringe of the zombie virus, claiming his actions were part of a plot using fear of the zombies to reshape America into a more faith-based society. Then the governor injects himself instead, and Shaun shoots him to prevent zombification.
",0
