title,authors,year,work_id,ol_ids,isbns,isdfb_ids,n_nom,n_win
Planetfall,Emma Newman,2016,,OL18021955W,978-0-425-28239-7;978-0-698-40432-8,,1,0
The Moon and the Sun,Vonda N. McIntyre,1997,254962,OL1921494W,978-0-671-56765-1;0-671-56765-9,,0,1
The Speed of Dark,Elizabeth Moon,2003,1128271,OL17800711W;OL14871719W,978-1-84149-141-7;1-84149-141-1,,0,1
Mindkiller,Spider Robinson,1983,1419433,OL11758183M,,,1,0
Cloud Atlas,David Mitchell,2004,1871423,,978-2-87929-485-8,,1,0
The Cusanus Game,Wolfgang Jeschke,2014,,,,,1,0
Chaga,Ian McDonald,1996,,OL18401432M,978-0-575-06052-4;0-575-06052-2,,2,0
Dream Dancer,Janet Morris,1982,1377938,OL4102706W,978-0-399-12591-1;0-399-12591-4,,1,0
In the Country of the Blind,Michael F. Flynn,1991,,,,,1,0
A Fire Upon the Deep,Vernor Vinge,1993,1253374,OL1975714W,0-312-85182-0;978-0-312-85182-8;978-0-8125-1528-2;0-812-51528-5,,1,0
Eternity's End,Jeffrey Carver,2001,,,,,1,0
Tigerman,Nick Harkaway,2015,,,,,1,0
All My Sins Remembered,Joe Haldeman,1978,,,,,1,0
Titan,John Varley,1980,2777504,OL1860109W,978-0-399-12326-9;0-399-12326-1,,1,1
Where Late the Sweet Birds Sang,Kate Wilhelm,1976,953721,OL506264W,978-0-06-014654-2;0-06-014654-0,,1,0
The Dead Zone,Stephen King,1980,2745957,OL81630W,0-670-26077-0;978-0-670-26077-5;978-80-7593-128-3,,1,0
Learning the World,Ken MacLeod,2006,1105036,OL7923834W,1-84149-343-0;1-84149-344-9;978-1-84149-343-5;978-1-84149-344-2,,3,0
Soft Apocalypse,Will McIntosh,2012,,,,,1,0
Final Encyclopedia,Gordon R. Dickson,1985,,,,,1,0
The Time Ships,Stephen Baxter,1996,61184,OL7255737M,978-0-00-224609-5;0-00-224609-0,,2,1
Valentine Pontifex,Robert Silverberg,1984,,,,,1,0
The Ship That Sailed the Time Stream,G. C. Edmondson,1965,,,,,1,0
Marrow,Robert Reed,2001,1012993,OL1954970W,978-0-312-86801-7;0-312-86801-4,,1,0
Hyperion,Dan Simmons,1990,1383900,OL29244771W;OL1963268W,2-221-06950-1;80-7193-016-4;80-7193-115-2,,1,2
Artemis Awakening,Jane Lindskold,2015,,OL19982172W,,,1,0
The White Plague,Frank Herbert,1983,3634624,OL893523W,978-0-399-12721-2;978-0-425-06757-4;0-399-12721-6;0-425-06757-2,,1,0
The Boat of a Million Years,Poul Anderson,1989,2705088,OL90528W,978-0-312-93199-5;0-312-93199-9,,1,0
Agviq: The Whale,Michael Armstrong,1991,,,,,1,0
Towing Jehovah,James Morrow,1995,,,,,1,1
The People of the Wind,Poul Anderson,1973,,,,,1,0
Jack of Shadows,Roger Zelazny,1972,60241,OL18707693M,0-8027-5535-6;978-0-8027-5535-3,,1,0
Brightness Falls from the Air,Alice Bradley Sheldon,1986,,,,,1,0
Natural History,Justina Robson,2004,,,,,2,0
The Quiet War,Paul J. McAuley,2009,1365077,OL15078170W,978-0-575-07933-5;978-0-575-08355-4,,1,0
The Godwhale,T. J. Bass,1974,1787034,,978-0-345-31095-8;0-345-31095-0,,1,0
Parasite,Seanan McGuire,2014,,,,,1,0
Pirate Sun,Karl Schroeder,2009,,,,,1,0
Brightness Reef,David Brin,1996,2644377,OL58695W,978-0-553-10034-1;0-553-10034-3,,2,0
Calculating God,Robert J. Sawyer,2001,,,,,1,0
Who?,Algis Budrys,1959,,,,,1,0
The Squares of the City,John Brunner,1966,40664,OL3521964W,0-345-23436-7;978-0-345-23436-0,,1,0
Who Fears Death,Nnedi Okorafor,2011,,,978-80-7577-589-4,,0,1
Glorious Angels,Justina Robson,2016,,,,,1,0
Frontera,Lewis Shiner,1984,,,,,1,0
Tower of Glass,Robert Silverberg,1970,1876968,,0-684-10544-6;978-0-684-10544-4,,1,0
Tripoint,C. J. Cherryh,1995,55595,OL60609W,978-0-446-51780-5;0-446-51780-1,,1,0
The Miocene Arrow,Sean McMullen,2001,242598,OL8514782W,978-0-7653-4455-7;0-7653-4455-6,,1,0
Matter,Iain Banks,2009,871329,OL100768W,978-1-84149-417-3;978-1-84149-418-0,,1,0
Star Dragon,Mike Brotherton,2004,,,,,1,0
Space,Stephen Baxter,2001,,,,,1,0
The Smoke Ring,Larry Niven,1988,,,,,1,0
Making Money,Terry Pratchett,2008,144656,OL453907W,978-3-442-54631-2;978-0-385-61101-5;978-84-01-35223-2;3-442-54631-1;0-385-61101-3,,1,0
Dying Inside,Robert Silverberg,1973,,OL1960655W,978-0-684-13083-5;0-684-13083-1,,1,0
Venus of Shadows,Pamela Sargent,1989,,,,,1,0
"The City, Not Long After",Pat Murphy,1990,,,,,1,0
Barsk: The Elephants' Graveyard,Lawrence M. Schoen,2015,,,,,1,0
Genesis,Poul Anderson,2001,,,,,0,1
The Knight,Gene Wolfe,2004,,,,,1,0
This Is Not a Game,Walter Jon Williams,2010,,,,,1,0
Noir,K. W. Jeter,1999,,,,,1,0
Tau Zero,Poul Anderson,1971,598009,OL90571W,,,1,0
The Impossible Bird,Patrick O'Leary,2003,,,,,1,0
Half Past Human,T. J. Bass,1971,1892394,OL7117373W,978-0-345-02306-3;0-345-02306-4,,1,0
Odyssey,Jack McDevitt,2007,,,,,1,0
Singer from the Sea,Sheri S. Tepper,2000,,,,,1,0
The Kingdom of Gods,N. K. Jemisin,2011,,,978-0-316-04394-6,,1,0
Echopraxia,Peter Watts,2015,,OL19982983W,978-0-7653-2802-1,,2,0
Zoe's Tale,John Scalzi,2009,18280032,OL5734642W,978-0-7653-1698-1,,1,0
The Divide,Robert Charles Wilson,1991,,,,,1,0
The Third Eagle,R. A. MacAvoy,1990,,,,,1,0
Destiny's Road,Larry Niven,1998,2485945,OL17105170W,978-0-8125-1106-2;0-8125-1106-9,,1,0
The Big Time,Fritz Leiber,1958,937317,OL101943W,,,0,1
Harpist in the Wind,Patricia A. McKillip,1980,,,,,2,0
The Drowning Girl,Caitlín R. Kiernan,2012,,,,,1,0
A Case of Conscience,James Blish,1959,743090,OL53404W,2-207-30030-7;978-2-207-30030-5,,0,1
The Adversary,Julian May,1985,,,,,1,0
God's Fires,Patricia Anthony,1998,,,,,1,0
"Little, Big",John Crowley,1981,518635,OL482575W,0-553-01266-5;0-553-26586-5;0-06-112005-7;0-06-093793-9;978-0-553-01266-8;978-0-553-26586-6;978-0-06-112005-3;978-0-06-093793-5,,1,0
The Ringworld Engineers,Larry Niven,1981,900675,OL510440W,978-0-932096-03-6;978-2-277-23893-5;978-0-03-021376-2;978-80-242-6845-3;0-932096-03-4;2-277-23893-7,,1,0
The Computer Connection,Alfred Bester,1975,853324,OL1819365W,978-0-399-11481-6;0-399-11481-5,,1,0
The Genocides,Thomas M. Disch,1965,,,,,1,0
Acceptance,Jeff VanderMeer,2015,,,978-0-374-10411-5;978-80-257-2326-5,,1,0
Finity's End,C. J. Cherryh,1998,55594,OL11377554W,978-0-446-52072-0;0-446-52072-1,,1,0
Tower of Dreams,Jamil Nasir,2000,,,,,1,0
Babel-17,Samuel R. Delany,1967,13612561,OL56834W,978-0-575-09420-8,,1,0
Deepsix,Jack McDevitt,2002,,,,,2,0
Memories,Mike McQuay,1988,,,,,1,0
"For Us, the Living",Robert A. Heinlein,2005,49675,OL59697W,,,1,0
Mary Reilly,Valerie Martin,1990,2938757,OL451054W,0-385-24968-3;978-0-385-24968-3,,1,0
Coyote,Allen Steele,2003,,,,,1,0
Golden Witchbreed,Mary Gentle,1984,,,,,1,0
Crescent City Rhapsody,Kathleen Ann Goonan,2000,,,,,1,0
Inheritor,C. J. Cherryh,1997,,OL34527861M,978-0-88677-728-9;0-88677-728-3,,1,0
The Jericho Iteration,Allen Steele,1995,,,,,1,0
The Portrait of Mrs. Charbuque,Jeffrey Ford,2003,,,,,1,0
The Years of the City,Frederik Pohl,1985,,,,,0,1
Lord of Light,Roger Zelazny,1968,1011388,OL15346065W;OL13992W,0-8398-2499-8;80-85782-27-8;978-0-8398-2499-2;978-1-85798-820-8,,0,1
The Journal of Nicholas the American,Leigh Kennedy,1986,,,,,1,0
Time Enough for Love,Robert A. Heinlein,1973,75443,OL59694W,978-0-399-11151-8;978-88-429-0334-5;0-399-11151-4;88-429-0334-5,,1,0
Shadow's End,Sheri S. Tepper,1995,,,,,1,0
Little Brother,Cory Doctorow,2009,939584,OL5734718W,978-0-7653-1985-2;978-0-00-728842-7,,1,1
"Going, Going, Gone",Jack Womack,2002,511874,OL2753428W,978-0-8021-1685-7;0-8021-1685-X,,1,0
Passage,Connie Willis,2002,25745,OL14858401W,978-0-553-11124-8;0-553-11124-8,,2,1
Infinity Beach,Jack McDevitt,2001,,,,,2,0
The Forge of God,Greg Bear,1988,2235106,OL16514W,978-0-312-93021-9;0-312-93021-6,,2,0
Shelter,Susan Palwick,2008,,,,,1,0
The Exile Waiting,Vonda N. McIntyre,1975,,,,,1,0
Rule 34,Charles Stross,2012,,,978-0-441-02034-8;978-1-84149-773-0,,1,0
Exultant,Stephen Baxter,2005,,,,,1,0
Outside the Dog Museum,Jonathan Carroll,1992,,,,,1,0
Life,Gwyneth Jones,2005,,,,,1,0
Moonfall,Jack McDevitt,1998,,,,,1,0
The Windup Girl,Paolo Bacigalupi,2010,6791425,OL15000756W,978-1-59780-158-4,,1,2
Skin Game,Jim Butcher,2015,23811929,,978-0-451-46439-2;0-451-46439-7,,1,0
3001: The Final Odyssey,Arthur C. Clarke,1998,2118902,OL17409W,0-345-31522-7;0-246-12689-2;978-0-345-31522-9;978-0-246-12689-4,,1,0
Janissaries,Jerry Pournelle,1980,2530397,,0-671-87709-7;978-0-671-87709-5,,1,0
The Golden Globe,John Varley,1999,1873228,OL1860101W,0-441-00643-4;978-0-441-00643-4,,1,0
The Unlimited Dream Company,J. G. Ballard,1980,522529,,978-0-09-976941-5;0-09-976941-7,,2,0
The Sons of Heaven,Kage Baker,2008,262218,OL14851925W,978-0-7653-1746-9;0-7653-1746-X,,1,0
White Jenna,Jane Yolen,1990,,,,,1,0
The Native Star,M. K. Hobson,2010,8154069,OL14992072W,978-0-553-59265-8;0-553-59265-3,,1,0
Dark Universe,Daniel F. Galouye,1962,793748,OL6904244W,978-0-8398-2333-9;0-8398-2333-9,,1,0
HARM,Brian Aldiss,2008,,,,,2,0
The Three Stigmata of Palmer Eldritch,Philip K. Dick,1965,1399376,OL2172402W,978-3-453-21729-4,,1,0
The Sailor on the Seas of Fate,Michael Moorcock,1977,,,,,1,0
Dover Beach,Richard Bowker,1988,1793583,OL3942392W,978-0-553-26810-2;0-553-26810-4,,1,0
Probability Sun,Nancy Kress,2002,1824505,OL1847204W,0-7653-4355-X;978-0-7653-4355-0,,2,0
The Two Faces of Tomorrow,James P. Hogan,1980,,,,,1,0
Surface Detail,Iain Banks,2011,11345814,OL15544038W,978-2-253-16977-2;978-0-316-12340-2;978-1-84149-894-2,,1,0
A Day for Damnation,David Gerrold,1985,807266,OL15348427W,978-0-553-27765-4;0-553-27765-0,,1,0
The Three-Body Problem,Liu Cixin,2015,25696480,OL17267881W,978-0-7653-7706-7;978-7-5366-9293-0;7-5366-9293-5,,2,1
Ultima,Stephen Baxter,2015,,,,,1,0
Broken Symmetries,Paul Preuss,1984,,,,,1,0
Anathem,Neal Stephenson,2009,6163095,OL14911626W,0-06-147409-6;978-0-06-147409-5,,2,1
Yellow Blue Tibia,Adam Roberts,2010,,,978-0-575-08358-5,,2,0
Look to Windward,Iain Banks,2001,124371,OL100773W,1-85723-981-4;1-84149-059-8;978-1-85723-981-2;978-1-84149-059-5,,1,0
Chasing the Phoenix,Michael Swanwick,2016,,,,,1,0
A World Between,Norman Spinrad,1980,,,,,1,0
Transition,Iain Banks,2010,,OL15570296W,978-0-316-73107-2;978-0-316-73108-9;0-316-73107-2,,2,0
Stations of the Tide,Michael Swanwick,1991,236257,OL549274W,978-0-688-10451-1;978-0-7653-2791-8;0-688-10451-7,,0,1
The Fall of the Shell,Paul Osborne Williams,1983,,,,,1,0
A Talent for War,Jack McDevitt,1990,,OL15545569W,978-0-441-79553-6;0-441-79553-6,,1,0
Fool's War,Sarah Zettel,1998,,,,,1,0
Clay's Ark,Octavia E. Butler,1985,1008173,OL35622W,,,1,0
The World at the End of Time,Frederik Pohl,1991,586329,OL10587211W,978-0-345-33976-8;0-345-33976-2,,1,0
Farewell Horizontal,K. W. Jeter,1990,,,,,2,0
Doorways in the Sand,Roger Zelazny,1975,759315,OL13981W,0-06-014789-X;978-0-06-014789-1,,1,0
American Gods,Neil Gaiman,2002,1970226,OL679360W,0-380-97365-0;0-06-055812-1;2-84626-033-8;84-8431-627-0;0-380-78903-5;0-06-289626-1;978-0-380-97365-1;978-0-06-055812-3;978-2-84626-033-6;978-84-8431-627-5;978-0-380-78903-0;978-0-06-289626-1;978-80-7332-414-8,,1,2
Captain Vorpatril's Alliance,Lois McMaster Bujold,2013,,OL16688699W,978-1-4516-3845-5,,2,0
Nor Crystal Tears,Alan Dean Foster,1983,35071,OL102594W,978-0-345-29141-7;0-345-29141-7,,1,0
The Escapement,Tom Holt,2008,,,,,1,0
The Armageddon Rag,George R. R. Martin,1984,,,,,1,0
The Curse of Chalion,Lois McMaster Bujold,2002,1129349,OL56910W,978-0-380-97901-1;0-380-97901-2,,2,0
Chasm City,Alastair Reynolds,2002,2926628,OL5724831W,2-266-14758-7;0-441-01064-4;978-0-575-06877-3;978-2-266-14758-3;978-0-441-01064-6,,1,0
A Deeper Sea,Alexander Jablokov,1993,,,,,1,0
The Claw of the Conciliator,Gene Wolfe,1982,2902933,OL15859736W;OL14871970W,978-0-671-41370-5;978-80-277-0295-4;0-671-41370-8,,2,0
Dark Light,Ken MacLeod,2002,179626,,978-0-7653-4496-0,,2,0
Suldrun's Garden,Jack Vance,1984,,,,,1,0
Dawn,Octavia E. Butler,1988,,,,,1,0
Rolling Thunder,John Varley,2009,,,,,1,0
Foreigner,C. J. Cherryh,1995,1592031,OL60612W,978-0-88677-637-4;978-0-7564-0251-8;0-88677-637-6;0-7564-0251-4,,1,0
The Blood of Angels,Johanna Sinisalo,2015,,,,,1,0
Omega,Jack McDevitt,2004,1270266,OL15105190W,978-0-441-01046-2;0-441-01046-6,,2,1
Cetaganda,Lois McMaster Bujold,1997,2802,OL56907W;OL14903463W,978-84-666-2826-6;978-2-290-04891-7;978-0-671-87701-9;84-666-2826-6;2-290-04891-7;0-671-87701-1,,1,0
The Boat of a Million Years,Poul Anderson,1990,2705088,OL90528W,978-0-312-93199-5;0-312-93199-9,,2,0
Axis,Robert Charles Wilson,2008,3364117,OL8339320W,0-7653-0939-4;0-7653-4826-8;978-0-7653-0939-6;978-0-7653-4826-5;978-2-207-26083-8,,2,0
The Stochastic Man,Robert Silverberg,1976,,OL12459174M,2-221-03841-X;978-2-221-03841-3,,2,0
The Peripheral,William Gibson,2015,40167043,,978-0-399-15844-5;978-0-425-27623-5;978-0-241-96100-1;978-0-670-92156-0;978-0-698-17070-4;978-5-389-09524-3;978-83-7480-639-8;978-88-04-67891-5;978-619-01-0393-6;978-989-773-152-5;978-86-89595-50-5;978-84-16867-49-3;978-65-86064-19-3;978-1-101-61987-2;978-615-5468-93-3;978-960-521-282-7;978-3-608-50124-7;978-3-426-52206-6;978-80-242-6608-4;978-986-359-731-5;978-83-7480-697-8;979-10-307-0213-2;978-0-553-54592-0;978-5-389-10165-4;978-989-773-316-1;978-3-96154-062-4;978-84-19449-26-9;0-399-15844-8;0-425-27623-6;0-241-96100-9;0-698-17070-9;83-7480-639-7;88-04-67891-7;989-773-152-0;84-16867-49-6;65-86064-19-8;1-101-61987-2;986-359-731-7;0-553-54592-2;3-96154-062-4;84-19449-26-1,,2,0
Seventh Son,Orson Scott Card,1988,2771466,OL49672W,978-0-312-93019-6;0-312-93019-4,,2,0
Abaddon's Gate,"Ty Franck, James S. A. Corey, Daniel Abraham",2014,17606564,,,,1,1
Cloud Atlas,David Mitchell,2005,1871423,,978-2-87929-485-8,,1,0
A Game of Thrones,George R. R. Martin,1997,1466917,OL7826547M;OL257943W;OL1955941W,0-553-10354-7;0-00-224584-1;0-553-57340-3;978-0-553-10354-0;978-0-00-224584-5;978-0-553-57340-4;978-80-257-2282-4;978-80-257-2283-1,,2,0
Dinner at Deviant's Palace,Tim Powers,1985,,,,,1,0
River of Gods,Ian McDonald,2005,2440580,OL3451720M,0-7432-5670-0;978-0-7432-5670-4,,2,0
A Woman of the Iron People,Eleanor Arnason,1992,,,,,2,0
Starfire,Paul Preuss,1989,,,,,1,0
Flowers for Algernon,Daniel Keyes,1966,3337594,OL515754W,,,0,1
Beggars and Choosers,Nancy Kress,1995,66235,OL9645569M,978-0-8125-5010-8;0-8125-5010-2,,3,0
Falling Free,Lois McMaster Bujold,1989,2277408,OL56895W,978-0-671-65398-9;978-2-290-04511-4;978-84-406-1204-5;0-671-65398-9;2-290-04511-X;84-406-1204-4,,2,0
Redshirts,John Scalzi,2013,18130445,OL16564627W,0-7653-1699-4;978-0-7653-1699-8,,0,2
The Man Who Melted,Jack Dann,1985,,,,,1,0
Hardwired,Walter Jon Williams,1987,2253019,OL115356W,978-1-59780-062-4;1-59780-062-7,,1,0
Gravity's Rainbow,Thomas Pynchon,1973,866393,OL2636675W,0-670-34832-5;4-336-03057-X;4-336-03058-8;4-10-537212-2;4-10-537213-0;978-0-670-34832-9;978-4-336-03057-3;978-4-336-03058-0;978-4-10-537212-5;978-4-10-537213-2,,1,0
Lion's Blood,Steven Barnes,2003,612199,OL15843805W,978-0-446-52668-5;0-446-52668-1,,2,0
The Scar,China Miéville,2003,731674,OL8718787W,978-0-345-46001-1;978-0-333-78174-6;978-80-7617-960-8;978-2-265-07743-0;0-345-46001-4;0-333-78174-0;2-265-07743-7,,1,0
Farthing,Jo Walton,2007,1884104,OL15836204W,978-0-7653-1421-5;978-0-7653-5280-4;978-4-488-27905-9;0-7653-1421-5;0-765-35280-X,,2,0
The Cassini Division,Ken MacLeod,1999,180590,,978-1-85723-730-6;1-85723-730-7,,2,0
Protector,Larry Niven,1974,2576385,OL510450W,978-0-345-23486-5;0-345-23486-3,,1,0
Job: A Comedy of Justice,Robert A. Heinlein,1985,924656,OL59684W,0-345-31357-7;978-0-345-31357-7,,1,0
Who Fears Death,Nnedi Okorafor,2010,,,978-80-7577-589-4,,1,0
Bone Dance,Emma Bull,1991,1115507,OL3924625W,978-0-441-57457-5;0-441-57457-2,,1,0
Intervention,Julian May,1988,,,,,1,0
The Escape Orbit,James White,1965,,,,,1,0
Pegasus in Flight,Anne McCaffrey,1991,,,,,1,0
Evil for Evil,Tom Holt,2008,,,,,1,0
Iron Sunrise,Charles Stross,2005,1219293,OL2465675W,978-0-441-01159-9;978-3-453-52052-3;0-441-01159-4,,2,0
Boneshaker,Cherie Priest,2010,1124460,,978-0-7653-1841-1;0-7653-1841-5,,1,1
Project Pope,Clifford D. Simak,1982,,,,,2,0
Across the Sea of Suns,Gregory Benford,1985,,OL33884887W;OL108301W,978-0-671-44668-0;0-671-44668-1,,1,0
Startide Rising,David Brin,1983,251634,OL58710W;OL24674612M,978-2-277-21981-1;2-277-21981-9,,0,1
The Ringworld Engineers,Larry Niven,1980,900675,OL510440W,978-0-932096-03-6;978-2-277-23893-5;978-0-03-021376-2;978-80-242-6845-3;0-932096-03-4;2-277-23893-7,,1,0
The End of Eternity,Isaac Asimov,1956,1407851,OL46108W,0-593-16002-9;0-593-16006-1;978-0-593-16002-2;978-0-593-16006-0,,1,0
Uprooted,Naomi Novik,2015,41876730,OL17345493W,978-80-7577-701-0;978-0-8041-7903-4;0-8041-7903-4,,0,1
Black Brillion,Matt Hughes,2005,,,,,1,0
Between the Strokes of Night,Charles Sheffield,1986,,,,,1,0
Intruder,C. J. Cherryh,2013,,,978-0-7564-0715-5;0-7564-0715-X,,1,0
Existence,David Brin,2013,,OL16637274W,,,2,0
Glory Season,David Brin,1994,820285,OL58706W,978-0-553-07645-5;0-553-07645-0,,2,0
The Plot Against America,Philip Roth,2005,911456,OL74664W,,,2,0
Worldwar: In the Balance,Harry Turtledove,1995,1046805,OL16556W,,,1,0
The Causal Angel,Hannu Rajaniemi,2015,,,978-0-7653-2951-6;978-0-575-08897-9,,1,0
Bellwether,Connie Willis,1997,1194887,OL14858394W,978-0-553-37562-6;0-553-37562-8,,1,0
Probability Space,Nancy Kress,2003,,,,,1,1
The Vor Game,Lois McMaster Bujold,1991,1129239,OL56909W,978-0-671-72014-8;978-84-666-2784-9;0-671-72014-7;84-666-2784-7,,1,1
Stations of the Tide,Michael Swanwick,1992,236257,OL549274W,978-0-688-10451-1;978-0-7653-2791-8;0-688-10451-7,,3,0
Star Rebel,F. M. Busby,1985,,,,,1,0
The Heritage of Hastur,Marion Zimmer Bradley,1975,461050,OL8131818M,0-87997-189-4;978-0-87997-189-2,,1,0
Deadline,Seanan McGuire,2012,13292985,OL26798637M,978-1-84149-899-7;1-84149-899-8,,2,0
Green Eyes,Lucius Shepard,1985,,,,,2,0
Nimrod Hunt,Charles Sheffield,1987,,,,,1,0
Islands,Marta Randall,1976,,,,,1,0
Ancient Shores,Jack McDevitt,1997,,,,,1,0
Lilith: A Snake in the Grass,Jack L. Chalker,1982,,,,,1,0
Dancing with Bears,Michael Swanwick,2012,,,,,2,0
Helliconia Winter,Brian Aldiss,1986,,,,,1,0
Adulthood Rites,Octavia E. Butler,1989,,,,,1,0
The Gods Themselves,Isaac Asimov,1972,1253407,OL46395W,0-385-02701-X;978-0-385-02701-4,,0,1
Friday,Robert A. Heinlein,1983,1415529,OL59706W,,,2,0
Eyes of the Calculor,Sean McMullen,2002,,,,,1,0
The Stars Are Also Fire,Poul Anderson,1995,,,,,1,0
The Child Garden,Geoff Ryman,1990,200019,OL1920281W,978-0-04-440393-7;978-0-312-05002-3;0-04-440393-3;0-312-05002-X,,1,1
An Alien Light,Nancy Kress,1989,,,,,1,0
The Extremes,Christopher Priest,2000,2779612,OL166485W,,,1,0
Harry Potter and the Goblet of Fire,J. K. Rowling,2001,3046572,OL82560W,978-1-4088-5568-3;978-0-7475-4624-5;0-7475-4624-X,,0,1
How Few Remain,Harry Turtledove,1998,828474,OL16540W,978-0-345-41661-2;0-345-41661-9,,1,0
The Bees,Laline Paull,2015,,,,,1,0
Throne of the Crescent Moon,Saladin Ahmed,2012,,OL16810035W,,,1,0
Among Others,Jo Walton,2011,6449955,OL26644543M;OL18167529W;OL16419954W,978-0-7653-2153-4;0-7653-2153-X,,0,1
Neon Lotus,Marc Laidlaw,1989,,,,,1,0
The Devil's Alphabet,Daryl Gregory,2010,,,978-0-345-50117-2,,1,0
Blind Lake,Robert Charles Wilson,2004,112108,OL14951010W,2-207-25594-8;0-7653-4160-3;978-0-7653-0262-5;978-2-207-25594-0;978-0-7653-4160-0,,2,0
They'd Rather Be Right,"Mark Clifton, Frank Riley",1955,740120,OL15686578W,,,0,1
The Proteus Operation,James P. Hogan,1986,906055,OL175690W,978-0-553-05095-0;0-553-05095-8,,1,0
Raising the Stones,Sheri S. Tepper,1991,,,,,1,0
The Children Star,Joan Slonczewski,1999,117081,OL1882193W;OL1882190W,,,1,0
This Shared Dream,Kathleen Ann Goonan,2012,,,,,2,0
The Void Captain's Tale,Norman Spinrad,1983,1978769,OL47516W;OL19623079W,,,1,0
The Transmigration of Timothy Archer,Philip K. Dick,1982,449786,OL2172490W,0-671-44066-7;978-0-671-44066-4,,1,0
The Red: First Light,Linda Nagata,2013,,,,,1,0
Osama,Lavie Tidhar,2012,,,,,2,1
Zone One,Colson Whitehead,2012,,,978-0-307-45517-8;0-307-45517-3,,1,0
Worlds,Joe Haldeman,1982,378571,,,,1,0
Hellspark,Janet Kagan,1989,,,,,1,0
Boneshaker,Cherie Priest,2009,1124460,,978-0-7653-1841-1;0-7653-1841-5,,1,0
Uprooted,Naomi Novik,2016,41876730,OL17345493W,978-80-7577-701-0;978-0-8041-7903-4;0-8041-7903-4,,2,0
Heechee Rendezvous,Frederik Pohl,1985,,,,,1,0
The Poison Master,Liz Williams,2004,,,,,1,0
Mirror Dance,Lois McMaster Bujold,1995,287351,OL56904W;OL56890W,978-0-671-72210-4;978-2-277-24025-9;978-84-406-5835-7;2-277-24025-7;84-406-5835-4,,0,2
Q125817686,Mary Gentle,2001,,,,,1,0
The Call of Earth,Orson Scott Card,1994,1923648,OL11334383W,0-312-93037-2;978-0-312-93037-0,,1,0
Outlaw School,Rebecca Ore,2001,,,,,1,0
Genetic Soldier,George Turner,1995,,,,,1,0
Eye of Cat,Roger Zelazny,1983,1104663,OL15692668W,978-0-934438-66-7;0-934438-66-8,,1,0
Titan,John Varley,1979,2777504,OL1860109W,978-0-399-12326-9;0-399-12326-1,,1,0
The Fountains of Youth,Brian Stableford,2001,,,,,1,0
Our Lady of Darkness,Fritz Leiber,1978,,,,,0,1
Wintermind,"Marvin Kaye, Parke Godwin",1983,,,,,1,0
Transformer,M. A. Foster,1984,,,,,1,0
The Dark Between the Stars,Kevin J. Anderson,2015,,,,,1,0
The Remaking of Sigmund Freud,Barry N. Malzberg,1985,,,,,1,0
The Birthgrave,Tanith Lee,1975,,,,,1,0
Barrayar,Lois McMaster Bujold,1992,3036422,OL56905W,978-0-671-72083-4;978-84-406-4019-2;0-671-72083-X;84-406-4019-6,,0,2
Zoo City,Lauren Beukes,2011,,OL15542343W,978-1-77009-818-3,,1,0
Dragonquest,Anne McCaffrey,1972,2000164,OL26128880M,978-84-92429-86-8;978-2-266-02880-6;2-266-02880-4,,1,0
Brother to Dragons,Charles Sheffield,1993,1010687,,978-2-221-07613-2;2-221-07613-3,,0,1
Dune,Frank Herbert,1966,3634639,OL893527W;OL893415W,1-4732-3395-X;978-1-4732-3395-9,,0,1
Rendezvous with Rama,Arthur C. Clarke,1974,1882772,OL17417W,0-575-01587-X;85-209-0309-6;978-0-575-01587-6;978-0-15-176835-6;978-85-209-0309-4,,0,2
Bones of the Earth,Michael Swanwick,2003,,,,,2,0
Forty Thousand in Gehenna,C. J. Cherryh,1984,1185217,OL60571W,978-0-932096-26-5;0-932096-26-3,,1,0
The Empress of Mars,Kage Baker,2010,,,,,1,0
The Jazz,Melissa Scott,2001,,,,,1,0
Warbound,Larry Correia,2014,,,,,1,0
Infinity's Shore,David Brin,1997,108041,OL7829987M,978-0-553-57777-8;0-553-57777-8,,1,0
Someplace to Be Flying,Charles de Lint,1999,,,,,1,0
Mississippi Blues,Kathleen Ann Goonan,1998,,,,,1,0
Lagoon,Nnedi Okorafor,2015,,,,,1,0
Escapement,Jay Lake,2009,,,,,1,0
Eternal Light,Paul J. McAuley,1992,,,,,1,0
Fool's Run,Patricia A. McKillip,1988,,,,,1,0
Child of Fortune,Norman Spinrad,1986,2253009,OL17730396W,978-0-7653-0155-0;0-7653-0155-5,,1,0
Cirque,Terry Carr,1978,,,,,1,0
The Line of Polity,Neal Asher,2004,,,,,1,0
Powers That Be,"Elizabeth Ann Scarborough, Anne McCaffrey",1994,,,,,1,0
The Etched City,K. J. Bishop,2004,929493,OL5734349W,978-0-553-38291-4;0-553-38291-8,,1,0
Davy,Edgar Pangborn,1965,,,,,1,0
Ariosto,Chelsea Quinn Yarbro,1981,,,,,1,0
Orion Shall Rise,Poul Anderson,1984,1837960,OL7663110M;OL17742990W,0-671-72090-2;978-0-671-72090-2,,1,0
The Killing Star,"Charles R. Pellegrino, George Zebrowski",1996,,,,,1,0
Buying Time,Joe Haldeman,1990,1811239,,2-277-23097-9;978-2-277-23097-7,,1,0
The New Springtime,Robert Silverberg,1990,,,,,1,0
The Stone Garden,Mary Rosenblum,1996,,,,,1,0
The Company Man,Joe Clifford Faust,1989,,,,,1,0
