work_qid,description
Q97173155,"Plot summary
[
edit
]


Starbust
 is a novel in which an astronaut crew goes from being doomed to becoming superpowered.
[
1
]






^
 
 
Cite error: The named reference 
WD54
 was invoked but never defined (see the 
help page
)."
Q7601814,"Plot
[
edit
]


Earth sends out a spaceship to investigate starfaring in far distant space of which traces have been found. The ship 
Envoy
, bearing a crew of six men and four women, travels at a speed close to the speed of light. At the end of the journey the crew meets a Centaur-like species on a planet they call Tahir that has left spacefaring behind. Sentient life is also detected in connection with a nearby black hole, a reading confirmed by the Tahirans. Their interest aroused, the Earthlings can send a combined crew to investigate.

Communications with this ""Holont"" is established and much knowledge is acquired. Differences aboard the ship, however, lead to the death of three men (Brent, Russek, and Cleland), and female pilot Kilbirnie crashes into the black hole. The six Earthlings left drop the Tahirans off at their homeworld and head towards Earth.

In between the story jumps regularly back to the development of human society over the gaps of many thousand years and to that of the 
Kith
, the closed group doing the starfaring, who are often shunned by the rest of Earth. The Kith have their own settlements on different planets, where some retire from time to time.

Earth has changed over the long period taken up by the voyage of the 
Envoy
, and no one is much interested in spacefaring anymore. On Harbor, a colony of Earth, the 
Envoy
 crew finds remains of the Kith society, which still are connected to spacefaring. But the last ship to plot trade-routes in space, the 
Fleetwing
, disappears from tracking. The cause is a Zero-Zero-failure ripping off the rear part of the ship. The 
Envoy
 sets out on a rescue mission as soon as possible but twenty years of outside time have passed by the time they reach the 
Fleetwing
. They save the remaining crew, thus building a foundation of experienced spacefarers to start spacefaring anew with the knowledge acquired from the Holont."
Q109284514,"Plot
[
edit
]


The book is about a 
solar geoengineering
 project conceived by a Texas oil-industry billionaire named T.R. Schmidt.
[
1
]
 Schmidt builds a launcher on the Texas-Mexico border to fire 
sulfur
 into the air, a form of 
stratospheric aerosol injection
 intended to cool the planet by reflecting sunlight into space.
[
2
]
 This technique replicates the effects of volcanic eruptions that inject sulfates into the atmosphere and produce global cooling, such as the 1991 
Mount Pinatubo eruption
.
[
3
]
 Schmidt's plan has uneven effects, helping low-lying areas such as the 
Netherlands
, 
Venice
, and the 
Maldives
, but threatening the 
Punjab
 with drought.
[
4
]


The main characters are Frederika Mathilde Louisa Saskia, the 
Queen of the Netherlands
,  and granddaughter of 
Queen Beatrix
;
[
5
]
 Rufus Grant, a part-
Comanche
 exterminator of 
feral hogs
; and Deep ""Laks"" Singh, a 
Punjab-Canadian
 
Sikh
.
[
6
]
 Saskia and Grant become entangled in Schmidt's plan, while Singh travels to the 
Line of Actual Control
 on the China-India border, where Chinese and Indian volunteers fight each other using non-lethal martial arts. Singh becomes a world-famous hero after several dramatic and well-promoted victories, but is felled by Chinese 
directed-energy weapons
.
[
6
]


Meanwhile, the Chinese government observes Schmidt's 
geoengineering
 efforts, and engages in advanced 
psychological warfare
, 
cyberwarfare
, and deadly 
tsunami bombs
 to shift European governments towards a pro-geoengineering stance. This also results in Saskia 
abdicating
 her throne for her daughter, after which she joins the growing consortium of smaller pro-geoengineering nations as the ""Queen of the Netherworld.""

In the climax of the book, Singh is sent with a team of 
drones
 on a covert mission by India, whose monsoons were delayed by Schmidt's geoengineering campaign, to destroy the Texas launcher. He is thwarted by Rufus, who takes action largely to protect Saskia, who is hiding in the launcher's subterranean shaft.

The book's title refers to the idea that once a solar geoengineering scheme begins, abruptly stopping it would result in rapid warming, called a 
termination shock
.
[
7
]






^
 
Di Filippo, Paul. 
""Review: Neal Stephenson's 'Termination Shock' is another prescient page-turner""
. 
Washington Post
. 
ISSN
 
0190-8286
. Retrieved 
December 1,
 2021
.




^
 
El Akkad, Omar (November 16, 2021). 
""Neal Stephenson's Mad, Mad, Mad, Mad World""
. 
The New York Times
. Retrieved 
November 18,
 2021
.




^
 
 
Cite error: The named reference 
Reason
 was invoked but never defined (see the 
help page
).




^
 
Lewis, Jonathan (November 17, 2021). 
""Saving the World One Gun at a Time in ""Termination Shock""
""
. 
Chicago Review of Books
. Retrieved 
November 20,
 2021
.




^
 
Stephenson, Neal (2021). 
Termination shock : a novel
 (First ed.). New York, NY. p. 422. 
ISBN
 
978-0-06-302807-4
.
{{
cite book
}}
:  CS1 maint: location missing publisher (
link
)




^ 
a
 
b
 
Miller, Laura (November 15, 2021). 
""Neal Stephenson Predicted the Metaverse. His New Book Imagines Something Even Stranger""
. 
Slate
. Retrieved 
November 20,
 2021
.




^
 
Rogers, Adam (October 26, 2021). 
""Sci-Fi Icon Neal Stephenson Finally Takes on Global Warming""
. 
Wired
. Archived from 
the original
 on October 29, 2021
. Retrieved 
November 21,
 2021
."
Q7703804,"Plot
[
edit
]


The territory is the vicinity of 
Tombstone, Arizona
 in 1881, but also refers to the magicians' power struggle. Most of the characters are named for historical individuals from the era; the aim is a tale that parallels recorded events, but places those in a context where magic is real.

The principal male character, Jesse Fox, is a horse trainer in the manner of 
John Solomon Rarey
. He has professional qualifications, but no stomach to pursue them: he is drifting, uprooted by unease over the abilities that have led to his sister's demotion to madwoman status and his own share of such abilities. The principal female character is Mrs. Mildred Benjamin, widow of David Benjamin, supporting herself as a typesetter for one of the Tombstone newspapers but moonlighting as the freelance author of Wild West stories for a ladies' periodical. She has a slight supernatural talent of perception.

The plot has multiple black magicians as its villains, but avoids identifying just whose hat is blackest until the final showdown. A bungled stagecoach robbery that involved one of the four Earp brothers, Morgan, leads to much ado with misdirected posses and the deaths of all participants except for him. Along the way Jesse's Chinese buddy Chow Lung, another magician, but one who is comfortable in his powers, is also killed, to keep Jesse in Tombstone. Jesse helps fight a major fire in downtown Tombstone and has his injuries nursed by Mildred; Mildred's house burns and Jesse helps her defend the lot from the machinations of a mining outfit that lays claim to the whole neighborhood. Jesse escorts Mildred to a ball, where the pair witness the magical dimensions of an altercation between 
Wyatt Earp
 and 
Doc Holliday
. By the closing pages Jesse has come to accept and is learning to manage his magical abilities, applying them to block Earp's deadly excesses in his efforts to defend and enlarge the well-being of his clan."
Q108456731,"Plot
[
edit
]


The novel opens with an Okeke man, Sunuteel, who finds an ancient cave of computers. His portable finds an open file and he starts listening to an audio file called ""The Book of Phoenix,"" which is called a ""memory extract.""  He becomes immersed in the story.

Phoenix is an accelerated biological organism who was created by LifeGen Technologies and lives in Tower 7 in 
Manhattan
 with other SpeciMen. She is told that her lover, Saeed, has committed suicide. Phoenix and Mmuo, her friend and another SpeciMen who can walk through walls, attempted to escape and destroy the tower, after freeing Seven, a mysterious winged man who appears to be a powerful SpeciMen, locked in a dome, hanging like the Hanging Man in the 
Tarot
. However, Phoenix is unable to escape and the Big Eyes catch her.  She explodes into fire like a bomb, killing everyone near her and knocking Tower 7 down, freeing everyone inside who is still alive.

It seems she dies, but she regenerates a few days later and is given an alien seed by the Backbone to return to 
Ghana
. Phoenix is being chased by the Big Eyes and while on the run she develops wings and with the aid of Seven flies to 
Wulugu
, Ghana where she secretly plants the seed.  Seven flies with her and teaches her how to ""slip,"" which is using time travel.  She can use this ability to go back in time.

In Ghana, she is given the name Okore and she lives peaceful with the residents. A year later the Big Eye shows up in Wulugu under the disguise of investors and shoots Kofi, her lover. She then explodes into fire, putting Kofi out of his misery and killing all nearby Big Eyes.

A reawakened Phoenix gives herself to the Big Eyes and is taken back to a tower in America. She escapes and reunites with Mmuo and Saeed. Saeed did not die of suicide, and instead awoke in a place where other dead SpeciMens are sent.  But he was created to survive, and he did.  Together the three of them destroy Tower 1, freeing all the inmates.

Phoenix is deemed a terrorist, but she still manages to get inside of the 
Library of Congress
,
 to learn more about the corporation, herself, her history, her friends and her mother before she heads to Tower 4 along with Saeed and Mmuo.

They successfully free the inmates and find HeLa, who is a SpeciMen who has the DNA that will produce blood that will make the recipient of it immortal.  That's what LifeGen Technologies is really doing: selling her blood to billionaires so they will live forever. There are 7 so far. Phoenix is attacked by the Big Eye at Tower 4. HeLa asks Phoenix to kill her so that she can escape her fate, and not provide immortality to any others, denying them the power of immortality. Phoenix burns and kills her and several Big Eye members before she dies. Phoenix regenerates and ""slips"" to take a trip to visit her surrogate mother just before the woman dies of cancer. Returning from the trip, she finds out that Mmuo is dead and Saeed has been taken away by the Big Eyes.

In a might of anger and rage she over heats like the sun and explodes, causing an apocalypse to fall on Earth. Saeed survives, which is what he was engineered to do, and leaves the deadland of America and walks to the ruins of West Africa. Using Phoenix' feather and a machine, he extracts her memory which is sent to an unknown database center, before placing it on his skin to extract his memory.  This is how The Book of Phoenix is preserved and told.

The novel ends with Sunuteel misinterpreting the Book of Phoenix on purpose and rewriting a wrong version of the story full of his own ideas which are used as the basis for the justification of the enslavement and oppression of the Okeke people by the Nuru people.  Because this is what he was always taught and he could not believe otherwise.  Another reason he changes the story was because he truth terrifies him after seeing Phoenix.

The epilogue is spoken by a mysterious white man.  He says that the story will continue, which points to the next book in the series, 
Who Fears Death
."
Q615035,"Plot
[
edit
]


The first chapter, originally a short story, uses the family of one carpet-maker to describe the generations-long tradition of hair carpet-making on an unnamed world and how it was based on religious devotion to a distant, and seemingly immortal, Emperor.  The next several chapters describe more of the carpet-making culture from the viewpoints of a carpet buyer, a teacher with religious doubts, another carpet maker, a traveling peddler and a tax collector.  Some of them are aware of rumours that the reign of the Emperor may be at an end after tens of thousands of years.  As the story expands beyond one planet, we learn that a rebellion has in fact overthrown the central government and killed the Emperor and is bringing the news to the galactic region which includes the carpet-makers---a region that seems to have been removed from all official records.  The rebel leader who killed the Emperor has a secret:  the rebels' success and the Emperor's death were planned by the Emperor himself, grown weary of his long life.  Meanwhile, a distant space station near a black hole continues to serve as a delivery point for all the hair carpets, which come from not only one world, but more than ten thousand.  In an isolated bubble of space, removed from all the other stars of the galaxy, a lone planet is, over millennia, being paved flat.  Only an ancient palace remains and, within it, a captive former king kept alive by artificial means is forced to watch the destruction of his world.  The rebel leaders are astonished to learn that all the hair carpets have been sent through a hidden portal to this world and now cover most of its surface.  Back at the Imperial Archives, the still-loyal Archivist finally tells the ancient story:  the conquered king had teased the Emperor's predecessor about being unable to grow hair on his head, so in vengeance the old Emperor had decided to cover his enemy's entire planet with the hair of his former subjects, a plan which the next Emperor had allowed to continue for 100,000 years."
Q104871743,"Plot summary
[
edit
]


The Forever Man
 is a novel in which people can transfer their disembodied minds into spaceships.
[
1
]






^
 
 
Cite error: The named reference 
WD95
 was invoked but never defined (see the 
help page
)."
Q7744376,"Plot summary
[
edit
]


In the late 21st century Earth is at peace. Humans now command self-replicating machines that create engineering marvels on enormous scales. Artificial habitats dot the 
Solar System
. Anti-matter driven 
Valkyrie
 rockets carry explorers to the stars at nearly the 
speed of light
.

Then, swarms of missiles travelling at close to the speed of light hit Earth. Though they are merely boulder-sized chunks of metal, 
they move fast enough
 to hit with the force of many nuclear arsenals. They are impossible to track and to stop. Humanity is almost wiped out by the bombardment.
[
1
]


A handful of survivors desperately struggle to escape the 
alien
 mop-up fleet. They hide close to the Sun, inside asteroids, beneath the crusts of moons, within ice rings, and in interstellar space. Most are however hunted down and slaughtered.

The last man and woman on Earth are captured as zoo specimens. In the belly of an alien starship, a squid-like being relates to them the pitiless logic behind humankind's execution: the moment humans learned to travel at relativistic speeds was the moment mankind simply became too dangerous a neighbor to have around. The final revelation is that the alien is itself subservient to a powerful artificial intelligence.





^
 
""Exotic Weapons - Atomic Rockets""
. Projectrho.com
. Retrieved 
July 17,
 2016
."
Q12057749,"Plot
[
edit
]


The Light Ages
 takes place in an industrializing England that relies on the mining of aether, a magical 
fifth element
. Society is structured by a rigid labor 
caste system
 of 
guilds
. The narrator and protagonist of the novel, Robert Borrows, belongs to a lowly guild in a 
Yorkshire
 mining village. He eventually journeys to 
London
, where he joins a group of thieves, pickpockets, and revolutionaries who seek to overthrow the caste system.



Publication history
[
edit
]


2003, UK, Earthlight (a former imprint of 
Simon & Schuster
) 
ISBN
 
0743462424
, Pub date May 2003, Hardback


2003, US, 
Ace Books
 
ISBN
 
0441010555
, Pub date May 2003, Hardback


2004, UK, 
Simon & Schuster
 
ISBN
 
0743462440
, Pub date 5 April 2004, Paperback


2004, US, 
Ace Trade
, 
ISBN
 
0441011497
, Pub date 6 April 2004, Paperback"
Q4313991,"Plot
[
edit
]


Jack Havig was born in the American Midwest in 1933 with a genetic mutation that allows him to travel through time.  He learns that an apocalypse will occur sometime in the 21st century due to overpollution and 
nuclear warfare
.

Farther still in the future, a 
New Zealand
/
Micronesian
 culture known as ""the 
Maurai Federation
"" will eventually dominate the world and impose their vision of a less industrialized, more ecologically balanced world.  Jack reasons that there must be others born with the same innate ability to travel through time.  In his initial search for them, he visits Jerusalem at the time of the Crucifixion.

Jack is discovered by other time travelers who are agents of a time-traveling organization called the ""Eyrie,"" that is based in the far future and is led by a racist man born in 19th century United States.  Initially Jack joins the group, but eventually rebels against them when he discovers and experiences first hand the extent of the Eyrie's rampant brutality and inhumanity as they attempt to achieve their goal of stopping the Maurai ascendancy. To defeat the Eyrie, Jack returns to the 20th century and devises a plan of his own to recruit time travelers and create a ""tribe"" that will return to the future to destroy the Eyrie.

Much of the story takes place in various times of the past, present, and future, including an extended interlude where Jack is sent on a mission by the Eyrie to medieval 
Constantinople
; where he saves the life of a Greek girl during the carnage of the 
Fourth Crusade
 and eventually marries her.

The future depicted in the book is the same as in Anderson's 
Maurai
 cycle."
Q7920028,"Plot summary
[
edit
]


Veniss Underground
 alludes in several places to the myth of 
Orpheus
 and 
Eurydice
. Like Orpheus, Shadrach descends into the underworld to retrieve his love, Nicola, but here from a 
cyborg
 
hell
, where genetic engineering and DNA splicing create fantastic and horrific creatures. Parallels also exist with Dante's 
Inferno
. Throughout the novel the idea of heaven and hell come into play. Nick looks into the chaotic world in which he tries to find purpose through what is called living art. Nick journeys into the underworld and makes a deal with the ""devil"", also known as Quin. 

As the story progresses, the reader takes on the second person perspective of Nicola and is introduced to a meerkat whom Nicola names Salvador. Salvador (an assassin meerkat sent by Quin) attacks Nicola but she incapacitates him. Nick arrives at Nicola's door and chokes her till she is near death and sent to an organ bank in the underworld. Shadrach comes into play in the third person point of view and takes the initiative of finding his lost love Nicola in the underworld. He finds Salvador injured at Nicola's apartment and cuts off the meerkat's head and attaches it to a plate and renames him John the Baptist. 

After, with the help of Dr. Fergusen, he finds a partially mutilated Nicola in an organ bank under a pile of miscellaneous body parts guarded by a naked troll. He carries Nicola through the tunnels back to his childhood home and finds a creation of Quin named Candle. Candle leads Nick to the Psyche witch named Rafter. After Rafter decides to try to salvage Nicola, Shadrach takes the action of venturing deeper into the underworld to kill Quin. He finds Nick, now transformed into a piece of living art, being attacked by some in the garbage re-cycling facility. Nick takes Shadrach lower and tells him how to get to Quin by jumping off a moving train with a parachute. Nick pushes Shadrach out of the train only to be shot by Shadrach as he falls. 

Shadrach manages to open his chute yet he hits the ground hard. Later, he wakes by a beach and an ocean and kicks over a skull where he finds another creation of Quin's called the Gollux. The Gollux tells him the truth while John the Baptist lies, the Gollux leads Shadrach to a ray-like creature named the saylber which Shadrach rides across the ocean and into Quin's world which is actually a very large minnow named the leviathan. 

He kills Quin and the remote and the whole place explodes. Shadrach climbs up the cliffs back to the subway level. Shadrach retrieves Nicola and takes her to the surface where they are both on a bridge staring at the city which is called Veniss.
[
1
]
[
2
]






^
 
Moorcock, Michael (November 29, 2003). 
""Reinventing a vision""
. 
The Guardian
. theguardian.com
. Retrieved 
June 20,
 2017
.




^
 
""Veniss Underground by Jeff VanderMeer""
. infinityplus.co.uk
. Retrieved 
June 20,
 2017
."
Q7960897,"Plot
[
edit
]


This article's plot summary 
may be 
too long or excessively detailed
.
 Please 
help improve it
 by removing unnecessary details and making it more concise.
 
(
January 2014
)
 (
Learn how and when to remove this message
)


Wake
 is set in 2012.
[
1
]
 Fifteen-year-old Caitlin Decter has been blind from birth. The Decter family recently moved from 
Austin, Texas
 to 
Waterloo, Ontario
 after Caitlin's father, Malcolm, received a job at the 
Perimeter Institute
. Caitlin is emailed by Dr. Masayuki Kuroda, a scientist specializing in ""signal processing related to 
V1
."" He believes that her blindness is caused by her retinas miscoding the visual information and offers to install a signal processor behind her left eye to unscramble the data. The device sends the data to a miniature computer, or ""eyePod"", which reprocesses the signals and returns them. The correct data is sent to her optic nerve, theoretically granting her sight. In duplex mode it sends and receives the signals, and in simplex mode it only sends them. Caitlin and her mother, Barbara, fly to Tokyo for the procedure. Although her pupils now react to light, Caitlin still cannot see. They return to Canada while Dr. Kuroda works on updating the software.

A bird-flu epidemic with a mortality rate of at least 90% has begun in China. Dr. Quan Li, a senior member of the 
Communist Party
, recommends the President order a culling of ten to eleven thousand people in the infected area with an airborne chemical. The President agrees and launches the Changcheng Strategy, cutting off all telephone, satellite, and wireless communication with the rest of the world, so that word of the culling does not spread beyond China's borders. Wong Wai-Jeng, a freedom blogger who is known online as 
Sinanthropus
, attempts to circumvent 
Internet censorship in China
 along with many other hackers. Collectively they learn about the bird flu outbreak. Many days after enacting the Changcheng Strategy, Zhang Bo, the Minister of Communications, convinces the President to restore communications. The moment they are back up, Sinanthropus posts a blog, informing the world of the bird flu outbreak and the culling. He is tracked down by the police and, while attempting to flee, breaks his leg and is captured.

The first software update Kuroda attempts is a partial success. Although Caitlin can still not see the outside world, it enables her to visualize the 
World Wide Web
 while the update downloads when the eyePod is in duplex mode. Dr. Kuroda speculates that the data being transmitted between the eyePod and his server in Tokyo is being interpreted by her optic nerve, allowing her to see this. He decides to travel to Waterloo to work with Caitlin on the implant more directly. In the interim, he suggests sending the retinal feed from her eyePod to his Tokyo server through Jagster, a fictional search engine,
[
2
]
 so that he can monitor how she reacts to different inputs. He dubs her ability to visualize the internet ""websight"". Caitlin notes that, along with websites and links, she can visualize a background in websight that looks like a chess board. Dr. Kuroda speculates that the background is made up of 
cellular automata
, which Caitlin suggests is caused by corrupted 
packet loss
. Several 
Zipf plots
 are run of the cellular automata, which has a negative one slope. The Decters, Dr. Kuroda, and Anna Bloom, a network cartographer, realize that means the cellular automata contain intelligent content, which Anna suggests is secret communications from the 
National Security Agency
. They decide to keep investigating the cellular automata discreetly.

In San Diego, California, Shoshana Glick, an ape-language researcher and graduate student, works at the Marcuse Institute, a primate research centre. Hobo, a 
chimpanzee
-
bonobo
 
hybrid
, communicates by sign language. Doctor Harl Marcuse, the owner of the Institute, sets up a connection with the Miami Zoo. Hobo communicates with an 
orangutan
 named Virgil in the first interspecies 
webcam call
. The Marcuse Institute and Miami Zoo agree to announce the chat jointly, but the Miami Zoo leaks word of it to 
New Scientist
, who go to the Georgia Zoo – Hobo's birthplace – for information on him. Georgia Zoo, fearing about the contamination between the captive chimpanzee and bonobo bloodlines, demand Hobo be returned to them so that he can be sterilized. Hobo paints a portrait of Shoshana, surprising everyone at the Institute as it had been believed that chimpanzees could only paint abstractly. Dr. Marcuse theorizes that the communication with Virgil had shown Hobo ""how three-dimensional objects could be reduced to two dimensions."" The Marcuse Institute decide to record Hobo painting a second time and then go public, believing that the outcry over sterilizing him would force the Georgia Zoo to back down from their plans. The Georgia Zoo issues a lawsuit, planning to castrate Hobo.

Dr. Kuroda sets up a final software patch. While at school, Caitlin decides to take a break from her work and switches the eyePod to duplex mode so she can look through websight. It fails to load and, disappointed, she returns the eyePod to simplex mode. She sees several lines crossing her field of vision and is surprised when she realizes that they are the edge of a lab bench and that she can now see. Barbara picks Caitlin up from school and informs her about the patch. Malcolm runs 
Shannon entropy
 graphs on the cellular automata to gauge how complex the information in them is. He shows Caitlin how to run it, and they discover that the information has little complexity. Dr. Kuroda holds a press conference, announcing the success of his invention that has made Caitlin able to see. Caitlin receives an electric shock which crashes the eyePod. She reboots it in duplex mode and sees a mirrored representation of her face in websight.

An intelligence has spontaneously emerged on the Web. Cleaved in two when the Changcheng Strategy was enacted, the restoration of communications by China causes the two halves to coalesce, and it gains in intelligence. The intelligence can view Caitlin's eyePod feed. It believes that her vision is an attempt to communicate with it and, when her eyePod was rebooted, it sent an image of Caitlin in an attempt to communicate back. As Caitlin begins to learn how to read letters, the intelligence believes it is a further attempt to communicate and learns with her. When she switches to duplex mode, it takes that act to be a reward for its learning progress. Caitlin believes it to be ""visual noise"" as a result of gaining sight. Dr. Kuroda looks at the information on his server, and Caitlin realizes that the information is her reading exercises being bounced back to her. She then runs another Shannon entropy scan, realising that the information in the cellular automata has increased in intelligence. Caitlin deduces that the information is trying to communicate with her and decides to help it. Dr. Kuroda feels it is now time to return to Japan and informs her that, as she can now see, he will remove the duplex setting from her eyePod. Caitlin convinces him to keep it as is so that she can continue to see websight. She runs another Shannon entropy plot and realizes that the intelligence has increased yet again. She continues with her teaching efforts, leading the intelligence to different websites so that it can continue learning. She runs the Shannon entropy a fourth and fifth time and finds that the intelligence is double that of human complexity.

The intelligence contacts Caitlin via email and wishes her a happy birthday. It thanks her for helping it to learn and invites her to communicate with it through instant messenger. She asks it what she should call it, and the intelligence replies ""Webmind"". Webmind and Caitlin decide to go forwards together.





^
 
 
Cite error: The named reference 
Signal
 was invoked but never defined (see the 
help page
).




^
 
Sawyer, Robert J. (9 December 2009). 
""Jagster lives!""
. Retrieved 
12 July
 2011
."
Q16238544,"Plot summary
[
edit
]


Told in alternating, non-chronological chapters, the novel is separated into three parts: ""Winter Kitchen"", ""Summer Kitchen"", and ""Oz Circle"". The story follows three characters, each connected to the story of 
The Wizard of Oz,
 and how they are all connected to one another without even realizing it.

The primary focus is on Jonathan, a gay actor with 
AIDS
 who goes on a obsessed pilgrimage of sorts to 
Manhattan, Kansas
, in search of the ""real"" Dorothy. 

Other portions of the novel explore the tragic life of ""Dorothy Gael"" in 1800s Kansas, whose traumatic experiences with Aunt Emily and Uncle Henry after her mother's death leads her to create an imaginary and idealized world in her mind based on some of her real-life experiences as a way of coping with her bleak reality. Unlike Baum's fairy tale book, she never gets to experience the magic of Oz, thus turning her into an insane and bitter old woman. 
L. Frank Baum
 himself makes an appearance as a substitute teacher in Kansas who meets Dorothy, and is so inspired and touched by their encounter, he decides to make her the main character of his classic fantasy novel. 

Finally, the book explores the life of 
Judy Garland
 as she plays 
Dorothy Gale
 in the 1939 movie."
Q19364487,"Plot
[
edit
]


Rosemary, while attending 
University of California, Davis
 in her early twenties, reflects on her early life in 
Indiana
. She lived with her brother Lowell, mother, father, who is professor of behavioral psychology at 
Indiana University Bloomington
, and a 
chimpanzee
 named Fern whom her parents have raised as a third child as part of a long-term scientific study. Rosemary's narration refers to Fern as a sister, and she is not revealed to be an ape until well into the novel. When Fern disappears one day, Lowell runs away from home in search of her. Rosemary also learns that her university has a secret that ties to her past, and as she learns more, she discovers a newfound connection with her family."
Q17071479,"Plot
[
edit
]


The novel follows the protagonist, Onyesonwu (
Igbo
 for ""who fears death""), who is an 
Ewu
, i.e. the child of an Okeke woman raped by a Nuru man. On reaching 
maturity
, she goes on a quest to defeat her sorcerous father Daib using her 
magical powers
. The novel is narrated by Onyesonwu to a journalist who interviews her before her execution. It is divided into three parts.



Part I
[
edit
]


The novel opens with the death of Onyesonwu's Father, which occurs when Onyesonwu was sixteen. The plot shifts back to her arrival in Jwahir. Onyesonwu  is a product of rape, her mother Najeeba's was raped alongside other Okeke women by a Nuru man when her village was attacked and destroyed by the Nurus.

Onyesonwu grows up in Jwahir after spending six years in the desert alone with her mother. She does not fit with the town people and is often ostracized because she is an Ewu. Onye meets a blacksmith named Fadil Ogundimu who treats her well, and eventually marries her mother.  Onyesonwu undergoes female circumcision at eleven in an attempt to become normal and accepted by the community against her parents wishes, giving her biological father the chance to haunt her. She bonds closely with the three other girls who undergo the rites, Binta, Diti, and Luyu. Soon after the rite, an Ewu boy named Mwita arrives at school. Mwita and Onyesonwu befriends each other because of their shared status and shared powers, but Onyesonwu is skeptical about him because Mwita is trained by Aro, the local sorcerer, who refuses to coach her because she is a girl. After Onyesonwu father's burial Aro decides to coach her.



Part II
[
edit
]


Onyesonwu's return to school days later after her father's death. She goes through a terrifying initiation which is literally her own death. She bonds with Mwita and develops her powers of shape shifting, resurrecting creatures, traveling to the ‘wilderness’ (spirit world) and she regrows her clitoris.

Onyesonwu's apprenticeship ends when she is mocked at the market and uses her abilities to make the mockers relive her mother's rape. After this, she leaves Jwahir and moves to help the Okeke in the west of the desert. Mwita, Binta, Diti, Luyu, and Diti's fiancé Fanasi decide to travel with her. On the way, Onyesonwu asks for direction to find the Nuru man prophesied by a Seer to rewrite the Great Book and she discovers that it was she who has been prophesied to rewrite the Great Book which justifies the oppression of the Okeke people and stop the Nuru attack in the west. The Seer was afraid to admit that an Ewu woman will change everything so he switched the race and gender.



Part III
[
edit
]


Tension grows among the group due to the harshness of the desert and Luyu and Fanasi begin to have an affair after Onyesonwu regrows her friends clitoris despite Fanasi's betrothal to Diti. They reach a supply town where Onyesonwu and Mwita are stoned because of their Ewu status and Binta is killed in the process. Onyesonwu, out of rage, blinds everyone in the town. After Binta's death, they encounter the Vah, a tribe who travels in the sandstorm. The Vah invites the group to stay with them for the three weeks they plan on remaining there. Onyesonwu discusses with the goddess Ani and she meets a Kponyungo (dragon like creature) who takes her to the east. Onyesonwu's spirit travels to the west and attacks Diab but Diab uses an evil juju to poison her.

Diti and Fanasi return to Jwahir after the Vah sorcerers heal Onyesonwu and the others continue on their journey. Onyesonwu, Luyu and Mwita reach ruined Okeke villages and people and Onyesonwu heals the sick among them. They reach Durfa, where Onyesonwu attacks Diab and Mwita is killed by him. Onyesonwu uses her ability to move one of her eggs towards Mwita's sperm causing an explosion which injures Diab and eventually leads to his death.

Luyu and Onyesonwu discover that the blast killed all fertile men around the region and impregnated all the fertile women. They both flee to an island where Onyesonwu finds the Great Book. She rewrites it with a magical script called 
Nsibidi
. The remaining Nuru men reach the island, kill Luyu and take Onyesonwu prisoner.

The epilogue, narrated by a Nuru who interviewed Onyesonwu, asserts that she was stoned to death and explains how he worked with his sister to dig her body. While a narration of the last two chapters by Sola describes Onyesonwu escaping execution by transforming into a Kponyungo and flying east to meet Mwita."
Q4635159,"Plot summary
[
edit
]


The future in 
334
 has brought few technological advances except for new medical techniques and 
recreational drugs
. There have been no dramatic disasters, but 
overpopulation
 has made housing and other resources scarce; the response is a program of compulsory 
birth control
 and 
eugenics
. A 
welfare state
 provides for basic needs through an all-encompassing agency called MODICUM, but there is an extreme 
class division
 between welfare recipients and professionals.

The novel consists of five independent novellas (previously published separately) with a common setting but different characters, and a longer sub-novel called ""334"" whose many short sections trace the members of a single family forward and backward in time. The sections are as follows:



""The Death of Socrates"": A high-school student finds that, due to poor scores on his 
Regents Examinations
 and his father's health history, he has been permanently forbidden to have children; he searches for ways to get extra credit.


""Bodies"": Porters at 
Bellevue Hospital
 moonlight as body-snatchers catering to a 
necrophiliac
 brothel. Their task is complicated by the desire of some patients to be 
cryonically
 preserved for a better future.


""Everyday Life in the Later Roman Empire"": A privileged government worker, trying to decide where to send her son to school, pursues a parallel existence in a 
hallucinogen
-assisted 
role-playing game
 set in the year 334.


""Emancipation: A Romance of the Times to Come"": A young professional man and woman face marital conflicts and parenthood, with several twists unique to the 2020s.


""Angouleme"": A group of highly educated prepubescent children decides to commit a gratuitous murder in 
Battery Park
.


""334"": Vignettes of the Hanson family from 2021 to 2025."
